PurchasingDocument,Item,DocumentItem,LastChangedon,ShortText,Material,Material1,CompanyCode,Plant,StorageLocation,MaterialGroup,Purchasinginforec,OrderQuantity,OrderUnit,OrderPriceUnit,QuantityConversion,QuantityConversion1,EqualTo,Denominator,NetOrderPrice,Priceunit,NetOrderValue,Grossordervalue,GRprocessingtime,TaxCode,InfoRecordUpdate,PrintPrice,fstReminderExped,sndReminderExped,trdReminderExped,UnltdOverdelivery,DeliveryCompleted,ItemCategory,AcctAssignmentCat,Consumption,GoodsReceipt,InvoiceReceipt,GRBasedInvVerif,BaseUnitofMeasure,PriceDate,PurchDocCategory,Effectivevalue,Affectscommitments,Address,UpdateGroupstats,PlannedDelivTime,NetWeight,UnitofWeight,TaxJurisdiction,ConfirmationControl,ProfitCenter,GrossWeight,Volume,VolumeUnit,Packagenumber,Address1,TimeofTransmission,NextTransmissionNumber,MatLedgerActive,MaterialType,Subtotal3,ReturnsItem,RebateBasis,Recloctimezone,PeriodIndforSLED,MRPArea,CreationDate,CreationTime,ProductTypeGroup
4500000006,7,4.5E+14,2017-10-08 00:00:00,Derailleur Gears-500,MZ-RM-M500-07,MZ-RM-M500-07,1710,1710,171A,ZGEARS,5300000233,93,PC,PC,1,1,1,1,57.21,1,5320.53,5320.53,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,5320.53,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,5320.53,,5320.53,PST,D,1710,,00:00:00,1
4500000006,8,4.5E+14,2017-10-08 00:00:00,Pedal Kit-500,MZ-RM-M500-08,MZ-RM-M500-08,1710,1710,171A,ZPEDAL,5300000234,93,PC,PC,1,1,1,1,28.61,1,2660.73,2660.73,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,2660.73,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,2660.73,,2660.73,PST,D,1710,,00:00:00,1
4500000006,9,4.5E+14,2017-10-08 00:00:00,Drive Train-500,MZ-RM-M500-09,MZ-RM-M500-09,1710,1710,171A,ZTRAIN,5300000235,93,PC,PC,1,1,1,1,123.96,1,11528.28,11528.28,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,11528.28,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,11528.28,,11528.28,PST,D,1710,,00:00:00,1
4500000006,10,4.5E+14,2017-10-08 00:00:00,Shock Kit-500,MZ-RM-M500-10,MZ-RM-M500-10,1710,1710,171A,ZSHOCK,5300000236,93,PC,PC,1,1,1,1,28.61,1,2660.73,2660.73,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,2660.73,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,2660.73,,2660.73,PST,D,1710,,00:00:00,1
4500000016,1,4.5E+14,2017-10-08 00:00:00,Frame-550,MZ-RM-M550-01,MZ-RM-M550-01,1710,1710,171A,ZFRAME,5300000207,59,PC,PC,1,1,1,1,669.08,1,39475.72,39475.72,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,38686.19,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,39475.72,,39475.72,PST,D,1710,,00:00:00,1
4500000016,2,4.5E+14,2017-10-08 00:00:00,Handle Bars-550,MZ-RM-M550-02,MZ-RM-M550-02,1710,1710,171A,ZHANDLE,5300000208,59,PC,PC,1,1,1,1,38.23,1,2255.57,2255.57,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,2210.46,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,2255.57,,2255.57,PST,D,1710,,00:00:00,1
4500000016,3,4.5E+14,2017-10-08 00:00:00,Seat - 550,MZ-RM-M550-03,MZ-RM-M550-03,1710,1710,171A,ZSEAT,5300000209,59,PC,PC,1,1,1,1,38.23,1,2255.57,2255.57,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,2210.46,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,2255.57,,2255.57,PST,D,1710,,00:00:00,1
4500000016,4,4.5E+14,2017-10-08 00:00:00,Wheels-550,MZ-RM-M550-04,MZ-RM-M550-04,1710,1710,171A,ZWHEEL,5300000210,118,PC,PC,1,1,1,1,47.79,1,5639.22,5639.22,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,5526.44,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,5639.22,,5639.22,PST,D,1710,,00:00:00,1
4500000016,5,4.5E+14,2017-10-08 00:00:00,Forks-550,MZ-RM-M550-05,MZ-RM-M550-05,1710,1710,171A,ZFORK,5300000211,59,PC,PC,1,1,1,1,152.93,1,9022.87,9022.87,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,8842.41,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,9022.87,,9022.87,PST,D,1710,,00:00:00,1
4500000016,6,4.5E+14,2017-10-08 00:00:00,Brakes-550,MZ-RM-M550-06,MZ-RM-M550-06,1710,1710,171A,ZBRAKES,5300000212,59,PC,PC,1,1,1,1,95.58,1,5639.22,5639.22,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,5526.44,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,5639.22,,5639.22,PST,D,1710,,00:00:00,1
4500000016,7,4.5E+14,2017-10-08 00:00:00,Derailleur Gears-550,MZ-RM-M550-07,MZ-RM-M550-07,1710,1710,171A,ZGEARS,5300000213,59,PC,PC,1,1,1,1,229.4,1,13534.6,13534.6,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,13263.91,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,13534.6,,13534.6,PST,D,1710,,00:00:00,1
4500000016,8,4.5E+14,2017-10-08 00:00:00,Pedal Kit-550,MZ-RM-M550-08,MZ-RM-M550-08,1710,1710,171A,ZPEDAL,5300000214,59,PC,PC,1,1,1,1,114.7,1,6767.3,6767.3,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,6631.95,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,6767.3,,6767.3,PST,D,1710,,00:00:00,1
4500000016,9,4.5E+14,2017-10-08 00:00:00,Drive Train-550,MZ-RM-M550-09,MZ-RM-M550-09,1710,1710,171A,ZTRAIN,5300000215,59,PC,PC,1,1,1,1,382.33,1,22557.47,22557.47,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,22106.32,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,22557.47,,22557.47,PST,D,1710,,00:00:00,1
4500000016,10,4.5E+14,2017-10-08 00:00:00,Shock Kit-550,MZ-RM-M550-10,MZ-RM-M550-10,1710,1710,171A,ZSHOCK,5300000216,59,PC,PC,1,1,1,1,95.58,1,5639.22,5639.22,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,5526.44,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,5639.22,,5639.22,PST,D,1710,,00:00:00,1
4500000018,1,4.5E+14,2017-10-08 00:00:00,Frame-500,MZ-RM-M500-01,MZ-RM-M500-01,1710,1710,171A,ZFRAME,5300000227,68,PC,PC,1,1,1,1,114.42,1,7780.56,7780.56,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,7780.56,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,7780.56,,7780.56,PST,D,1710,,00:00:00,1
4500000018,2,4.5E+14,2017-10-08 00:00:00,Handle Bars-500,MZ-RM-M500-02,MZ-RM-M500-02,1710,1710,171A,ZHANDLE,5300000228,68,PC,PC,1,1,1,1,9.54,1,648.72,648.72,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,648.72,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,648.72,,648.72,PST,D,1710,,00:00:00,1
4500000018,3,4.5E+14,2017-10-08 00:00:00,Seat - 500,MZ-RM-M500-03,MZ-RM-M500-03,1710,1710,171A,ZSEAT,5300000229,68,PC,PC,1,1,1,1,9.54,1,648.72,648.72,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,648.72,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,648.72,,648.72,PST,D,1710,,00:00:00,1
4500000018,4,4.5E+14,2017-10-08 00:00:00,Wheels-500,MZ-RM-M500-04,MZ-RM-M500-04,1710,1710,171A,ZWHEEL,5300000230,136,PC,PC,1,1,1,1,16.69,1,2269.84,2269.84,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,2269.84,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,2269.84,,2269.84,PST,D,1710,,00:00:00,1
4500000018,5,4.5E+14,2017-10-08 00:00:00,Forks-500,MZ-RM-M500-05,MZ-RM-M500-05,1710,1710,171A,ZFORK,5300000231,68,PC,PC,1,1,1,1,38.14,1,2593.52,2593.52,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,2593.52,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,2593.52,,2593.52,PST,D,1710,,00:00:00,1
4500000018,6,4.5E+14,2017-10-08 00:00:00,Brakes-500,MZ-RM-M500-06,MZ-RM-M500-06,1710,1710,171A,ZBRAKES,5300000232,68,PC,PC,1,1,1,1,33.37,1,2269.16,2269.16,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,2269.16,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,2269.16,,2269.16,PST,D,1710,,00:00:00,1
4500000018,7,4.5E+14,2017-10-08 00:00:00,Derailleur Gears-500,MZ-RM-M500-07,MZ-RM-M500-07,1710,1710,171A,ZGEARS,5300000233,68,PC,PC,1,1,1,1,57.21,1,3890.28,3890.28,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,3890.28,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,3890.28,,3890.28,PST,D,1710,,00:00:00,1
4500000018,8,4.5E+14,2017-10-08 00:00:00,Pedal Kit-500,MZ-RM-M500-08,MZ-RM-M500-08,1710,1710,171A,ZPEDAL,5300000234,68,PC,PC,1,1,1,1,28.61,1,1945.48,1945.48,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,1945.48,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,1945.48,,1945.48,PST,D,1710,,00:00:00,1
4500000018,9,4.5E+14,2017-10-08 00:00:00,Drive Train-500,MZ-RM-M500-09,MZ-RM-M500-09,1710,1710,171A,ZTRAIN,5300000235,68,PC,PC,1,1,1,1,123.96,1,8429.28,8429.28,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,8429.28,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,8429.28,,8429.28,PST,D,1710,,00:00:00,1
4500000018,10,4.5E+14,2017-10-08 00:00:00,Shock Kit-500,MZ-RM-M500-10,MZ-RM-M500-10,1710,1710,171A,ZSHOCK,5300000236,68,PC,PC,1,1,1,1,28.61,1,1945.48,1945.48,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-08 00:00:00,F,1945.48,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,1945.48,,1945.48,PST,D,1710,,00:00:00,1
4500000045,1,4.5E+14,2017-10-18 00:00:00,Frame-550,MZ-RM-M550-01,MZ-RM-M550-01,1710,1710,171A,ZFRAME,5300000207,31,PC,PC,1,1,1,1,669.08,1,20741.48,20741.48,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-18 00:00:00,F,20326.64,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,20741.48,,20741.48,PST,D,1710,,00:00:00,1
4500000045,2,4.5E+14,2017-10-18 00:00:00,Handle Bars-550,MZ-RM-M550-02,MZ-RM-M550-02,1710,1710,171A,ZHANDLE,5300000208,31,PC,PC,1,1,1,1,38.23,1,1185.13,1185.13,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-18 00:00:00,F,1161.43,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,1185.13,,1185.13,PST,D,1710,,00:00:00,1
4500000045,3,4.5E+14,2017-10-18 00:00:00,Seat - 550,MZ-RM-M550-03,MZ-RM-M550-03,1710,1710,171A,ZSEAT,5300000209,31,PC,PC,1,1,1,1,38.23,1,1185.13,1185.13,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-18 00:00:00,F,1161.43,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,1185.13,,1185.13,PST,D,1710,,00:00:00,1
4500000045,4,4.5E+14,2017-10-18 00:00:00,Wheels-550,MZ-RM-M550-04,MZ-RM-M550-04,1710,1710,171A,ZWHEEL,5300000210,62,PC,PC,1,1,1,1,47.79,1,2962.98,2962.98,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-18 00:00:00,F,2903.72,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,2962.98,,2962.98,PST,D,1710,,00:00:00,1
4500000045,5,4.5E+14,2017-10-18 00:00:00,Forks-550,MZ-RM-M550-05,MZ-RM-M550-05,1710,1710,171A,ZFORK,5300000211,31,PC,PC,1,1,1,1,152.93,1,4740.83,4740.83,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-18 00:00:00,F,4646.01,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,4740.83,,4740.83,PST,D,1710,,00:00:00,1
4500000045,6,4.5E+14,2017-10-18 00:00:00,Brakes-550,MZ-RM-M550-06,MZ-RM-M550-06,1710,1710,171A,ZBRAKES,5300000212,31,PC,PC,1,1,1,1,95.58,1,2962.98,2962.98,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-18 00:00:00,F,2903.72,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,2962.98,,2962.98,PST,D,1710,,00:00:00,1
4500000045,7,4.5E+14,2017-10-18 00:00:00,Derailleur Gears-550,MZ-RM-M550-07,MZ-RM-M550-07,1710,1710,171A,ZGEARS,5300000213,31,PC,PC,1,1,1,1,229.4,1,7111.4,7111.4,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-18 00:00:00,F,6969.17,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,7111.4,,7111.4,PST,D,1710,,00:00:00,1
4500000045,8,4.5E+14,2017-10-18 00:00:00,Pedal Kit-550,MZ-RM-M550-08,MZ-RM-M550-08,1710,1710,171A,ZPEDAL,5300000214,31,PC,PC,1,1,1,1,114.7,1,3555.7,3555.7,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-18 00:00:00,F,3484.59,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,3555.7,,3555.7,PST,D,1710,,00:00:00,1
4500000045,9,4.5E+14,2017-10-18 00:00:00,Drive Train-550,MZ-RM-M550-09,MZ-RM-M550-09,1710,1710,171A,ZTRAIN,5300000215,31,PC,PC,1,1,1,1,382.33,1,11852.23,11852.23,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-18 00:00:00,F,11615.19,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,11852.23,,11852.23,PST,D,1710,,00:00:00,1
4500000045,10,4.5E+14,2017-10-18 00:00:00,Shock Kit-550,MZ-RM-M550-10,MZ-RM-M550-10,1710,1710,171A,ZSHOCK,5300000216,31,PC,PC,1,1,1,1,95.58,1,2962.98,2962.98,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-18 00:00:00,F,2903.72,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,2962.98,,2962.98,PST,D,1710,,00:00:00,1
4500000047,1,4.5E+14,2017-10-18 00:00:00,Frame-500,MZ-RM-M500-01,MZ-RM-M500-01,1710,1710,171A,ZFRAME,5300000227,50,PC,PC,1,1,1,1,114.42,1,5721,5721,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-18 00:00:00,F,5721,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,5721,,5721,PST,D,1710,,00:00:00,1
4500000047,2,4.5E+14,2017-10-18 00:00:00,Handle Bars-500,MZ-RM-M500-02,MZ-RM-M500-02,1710,1710,171A,ZHANDLE,5300000228,50,PC,PC,1,1,1,1,9.54,1,477,477,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-18 00:00:00,F,477,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,477,,477,PST,D,1710,,00:00:00,1
4500000047,3,4.5E+14,2017-10-18 00:00:00,Seat - 500,MZ-RM-M500-03,MZ-RM-M500-03,1710,1710,171A,ZSEAT,5300000229,50,PC,PC,1,1,1,1,9.54,1,477,477,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-18 00:00:00,F,477,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,477,,477,PST,D,1710,,00:00:00,1
4500000047,4,4.5E+14,2017-10-18 00:00:00,Wheels-500,MZ-RM-M500-04,MZ-RM-M500-04,1710,1710,171A,ZWHEEL,5300000230,100,PC,PC,1,1,1,1,16.69,1,1669,1669,0,I0,C,X,0,0,0,,X,0,,,X,X,,PC,2017-10-18 00:00:00,F,1669,X,,SAP,0,0,,7700000000,,US10_PLM,0,0,,0,23411,00:00:00,1,X,ROH,1669,,1669,PST,D,1710,,00:00:00,1
